user_id,country,transaction_velocity_score,verification_match_rate,country_risk_score,is_pep,risk_score,risk_tier,outcome,timestamp,funnel_stage_reached,tto_minutes
U00569,India,100.0,64.83,55.04,False,62.57,Medium,legitimate,2025-03-19,activated,7.6
U00570,UK,14.86,56.26,21.14,False,26.04,Low,flagged_risky,2025-03-20,activated,2.8
U00571,Nigeria,9.21,50.33,69.37,False,45.41,Low,flagged_risky,2025-04-29,activated,5.6
U00572,USA,41.66,58.75,14.66,False,30.74,Low,legitimate,2025-01-20,activated,3.7
U00573,Brazil,10.24,65.5,57.74,False,36.52,Low,legitimate,2025-03-05,activated,6.7
U00574,Nigeria,47.74,70.55,65.12,False,49.21,Low,legitimate,2025-01-26,activated,2.5
U00575,USA,67.6,53.42,28.33,False,45.59,Low,legitimate,2025-02-05,activated,5.9
U00576,Russia,15.28,91.8,82.88,False,40.19,Low,legitimate,2025-05-08,selfie_uploaded,
U00577,India,16.31,79.27,40.2,False,27.19,Low,legitimate,2025-02-01,activated,5.0
U00578,Nigeria,66.31,48.9,71.31,False,63.75,Medium,flagged_risky,2025-02-06,activated,16.4
U00579,UK,34.51,87.72,13.43,False,19.41,Low,legitimate,2025-04-14,activated,4.1
U00580,USA,60.59,66.36,27.41,False,39.23,Low,legitimate,2025-03-04,activated,4.7
U00581,India,27.6,82.81,30.21,False,25.52,Low,legitimate,2025-01-23,activated,3.3
U00582,Switzerland,29.19,56.38,0.0,False,21.84,Low,legitimate,2025-06-22,activated,5.0
U00583,UK,33.86,68.23,20.53,False,27.9,Low,legitimate,2025-06-16,activated,3.7
U00584,Russia,92.54,91.52,83.68,False,63.78,Medium,legitimate,2025-04-15,activated,19.0
U00585,India,57.48,78.65,42.32,False,40.58,Low,legitimate,2025-04-05,activated,1.0
U00586,Germany,19.03,44.12,15.67,False,28.74,Low,legitimate,2025-05-26,selfie_uploaded,
U00587,UK,37.99,81.48,78.92,False,48.52,Low,flagged_risky,2025-06-25,activated,5.5
U00588,Germany,91.53,67.62,19.09,False,44.81,Low,legitimate,2025-01-19,selfie_uploaded,
U00589,Switzerland,22.54,91.73,7.59,False,12.28,Low,legitimate,2025-01-18,activated,5.1
U00590,Russia,46.84,85.04,73.62,False,47.98,Low,flagged_risky,2025-03-01,activated,4.1
U00591,USA,40.5,86.67,15.19,False,22.23,Low,legitimate,2025-02-24,activated,6.0
U00592,UK,15.43,62.02,33.19,False,29.3,Low,legitimate,2025-06-11,activated,4.3
U00593,India,33.92,87.76,22.39,False,22.8,Low,legitimate,2025-04-02,activated,3.2
U00594,Switzerland,22.0,37.22,12.5,False,30.43,Low,legitimate,2025-05-26,activated,5.0
U00595,Singapore,44.83,93.66,0.0,False,15.35,Low,legitimate,2025-05-01,details_entered,
U00596,UAE,21.24,52.53,41.03,False,37.02,Low,legitimate,2025-05-11,activated,4.8
U00597,India,29.32,71.59,100.0,False,57.32,Medium,legitimate,2025-06-22,document_uploaded,
U00598,Iran,23.03,62.16,77.23,False,49.16,Low,legitimate,2025-04-16,activated,4.3
U00599,India,6.89,40.31,41.5,False,36.57,Low,legitimate,2025-05-20,activated,5.7
U00600,USA,89.61,27.51,14.58,False,54.46,Medium,legitimate,2025-02-18,document_uploaded,
U00601,Brazil,33.65,64.81,29.11,False,32.3,Low,legitimate,2025-02-16,activated,2.2
U00602,Russia,91.61,0.0,85.56,False,91.7,High,flagged_risky,2025-04-16,document_uploaded,
U00603,UAE,34.76,93.95,54.92,True,34.21,High,flagged_risky,2025-06-12,document_uploaded,
U00604,Cayman Islands,52.63,63.66,95.41,False,64.86,Medium,flagged_risky,2025-01-10,document_uploaded,
U00605,Brazil,20.06,72.92,51.23,False,34.63,Low,flagged_risky,2025-04-01,activated,1.5
U00606,Nigeria,20.47,78.7,70.41,False,40.7,Low,legitimate,2025-02-06,activated,6.3
U00607,Switzerland,32.31,63.57,19.95,False,28.6,Low,flagged_risky,2025-06-09,activated,2.9
U00608,UAE,91.08,50.99,57.14,False,64.89,Medium,flagged_risky,2025-04-04,activated,13.7
U00609,USA,15.89,88.88,28.2,False,19.39,Low,legitimate,2025-01-08,activated,1.7
U00610,India,5.26,83.04,29.53,False,18.48,Low,legitimate,2025-01-01,activated,5.0
U00611,India,65.3,96.54,39.81,False,36.55,Low,legitimate,2025-04-26,activated,3.9
U00612,Cayman Islands,54.82,92.52,85.96,False,53.07,Medium,legitimate,2025-02-11,details_entered,
U00613,Iran,24.06,31.12,79.71,False,59.77,Medium,flagged_risky,2025-01-08,activated,16.4
U00614,Singapore,100.0,66.23,14.22,False,45.82,Low,legitimate,2025-01-28,activated,4.7
U00615,UAE,100.0,97.55,62.46,False,55.72,Medium,legitimate,2025-01-28,activated,15.4
U00616,UAE,6.4,84.27,47.76,False,25.74,Low,legitimate,2025-03-04,document_uploaded,
U00617,UK,19.69,89.74,28.26,False,20.29,Low,legitimate,2025-05-10,activated,2.5
U00618,Germany,32.14,62.74,13.65,False,26.28,Low,legitimate,2025-06-04,activated,2.4
U00619,Switzerland,43.99,71.78,7.34,False,24.6,Low,legitimate,2025-04-06,document_uploaded,
U00620,Brazil,39.55,58.98,100.0,False,64.17,Medium,legitimate,2025-06-20,activated,23.0
U00621,USA,33.56,77.65,10.66,False,21.04,Low,legitimate,2025-05-23,activated,5.8
U00622,Iran,13.9,0.0,87.33,True,69.1,High,flagged_risky,2025-01-30,verification_complete,
U00623,USA,47.81,82.45,29.4,False,31.37,Low,legitimate,2025-05-13,activated,4.7
U00624,Cayman Islands,49.66,61.37,94.35,False,64.23,Medium,legitimate,2025-02-11,activated,14.7
U00625,USA,62.31,80.52,9.08,False,28.17,Low,legitimate,2025-06-23,activated,7.5
U00626,Brazil,12.24,79.92,56.71,False,32.38,Low,flagged_risky,2025-06-02,activated,5.7
U00627,Switzerland,28.48,64.09,7.22,False,22.21,Low,legitimate,2025-01-12,document_uploaded,
U00628,India,23.16,80.34,41.06,False,29.27,Low,legitimate,2025-02-01,activated,5.0
U00629,Brazil,12.03,52.94,52.14,False,38.58,Low,legitimate,2025-03-21,activated,4.5
U00630,Russia,28.15,40.82,86.95,False,60.98,Medium,legitimate,2025-05-14,document_uploaded,
U00631,Brazil,14.51,87.69,100.0,False,48.05,Low,flagged_risky,2025-04-10,activated,3.3
U00632,Switzerland,10.29,78.61,85.17,False,43.57,Low,flagged_risky,2025-01-16,activated,3.0
U00633,UK,55.29,89.87,17.78,False,26.74,Low,legitimate,2025-04-24,activated,4.7
U00634,Switzerland,23.96,95.59,13.62,False,13.96,Low,legitimate,2025-04-27,activated,5.9
U00635,Switzerland,18.92,91.45,0.5,False,8.44,Low,legitimate,2025-06-17,activated,3.6
U00636,UAE,72.45,71.82,61.43,False,54.76,Medium,legitimate,2025-02-17,activated,14.1
U00637,UAE,50.67,86.44,46.23,False,37.76,Low,flagged_risky,2025-01-07,activated,2.2
U00638,Brazil,4.66,59.79,54.42,False,35.23,Low,legitimate,2025-05-15,details_entered,
U00639,Nigeria,44.19,85.27,55.53,False,39.89,Low,legitimate,2025-05-07,activated,5.5
U00640,UAE,100.0,92.36,34.6,False,46.13,Low,legitimate,2025-04-04,signup_started,
U00641,Brazil,27.27,68.34,59.14,False,41.34,Low,flagged_risky,2025-05-05,details_entered,
U00642,Switzerland,26.5,78.39,10.58,False,18.67,Low,legitimate,2025-02-02,activated,4.5
U00643,Singapore,7.74,93.17,0.0,False,4.37,Low,legitimate,2025-01-23,activated,4.1
U00644,India,100.0,88.53,47.34,False,52.38,Medium,legitimate,2025-03-14,activated,24.9
U00645,Nigeria,28.07,82.7,65.11,False,39.65,Low,legitimate,2025-06-10,activated,2.7
U00646,Switzerland,42.55,80.3,20.7,False,26.96,Low,legitimate,2025-04-03,details_entered,
U00647,USA,29.24,82.35,17.21,False,20.95,Low,legitimate,2025-04-26,activated,6.1
U00648,UAE,19.18,49.13,43.84,False,38.55,Low,legitimate,2025-06-29,activated,2.7
U00649,Switzerland,58.15,44.88,18.61,False,41.42,Low,flagged_risky,2025-02-24,activated,4.0
U00650,USA,37.18,92.76,9.92,False,17.29,Low,legitimate,2025-03-28,activated,4.8
U00651,Nigeria,28.24,86.16,61.06,False,37.05,Low,legitimate,2025-05-04,activated,4.1
U00652,UAE,42.24,87.14,40.23,False,32.62,Low,legitimate,2025-01-28,signup_started,
U00653,Singapore,31.27,92.44,17.44,False,18.63,Low,legitimate,2025-03-14,activated,5.8
U00654,Nigeria,95.61,95.27,58.02,False,53.31,Medium,flagged_risky,2025-04-10,document_uploaded,
U00655,UK,56.85,91.04,0.0,True,19.74,High,flagged_risky,2025-02-24,document_uploaded,
U00656,Nigeria,47.06,72.07,77.41,False,53.46,Medium,legitimate,2025-02-09,activated,13.0
U00657,Singapore,8.69,80.95,4.57,False,10.15,Low,legitimate,2025-03-20,activated,3.8
U00658,India,48.18,59.86,34.47,False,40.28,Low,legitimate,2025-06-08,activated,6.9
U00659,UK,47.37,82.7,0.0,False,19.4,Low,legitimate,2025-03-16,document_uploaded,
U00660,Singapore,14.74,79.09,3.89,False,12.25,Low,legitimate,2025-05-31,activated,2.5
U00661,Nigeria,8.49,36.66,100.0,False,61.55,Medium,legitimate,2025-05-02,document_uploaded,
U00662,Germany,55.3,52.28,20.37,False,39.06,Low,legitimate,2025-01-24,activated,4.2
U00663,Switzerland,59.95,42.08,1.06,False,35.78,Low,flagged_risky,2025-06-14,activated,4.5
U00664,UK,20.55,59.67,29.92,False,30.23,Low,legitimate,2025-04-16,activated,5.5
U00665,UAE,64.62,82.75,35.84,False,38.9,Low,legitimate,2025-04-13,activated,6.2
U00666,Brazil,36.72,89.48,41.85,False,30.91,Low,flagged_risky,2025-05-06,activated,4.0
U00667,Iran,23.9,79.05,100.0,False,53.45,Medium,flagged_risky,2025-01-08,verification_complete,
U00668,Singapore,8.31,62.44,11.9,False,18.52,Low,legitimate,2025-02-15,selfie_uploaded,
U00669,USA,14.59,77.71,13.03,False,16.28,Low,legitimate,2025-05-24,document_uploaded,
U00670,Germany,41.49,53.84,10.6,False,30.54,Low,legitimate,2025-04-23,activated,2.0
U00671,India,15.31,75.17,50.18,False,32.11,Low,flagged_risky,2025-03-12,selfie_uploaded,
U00672,Iran,61.95,76.66,100.0,False,65.59,Medium,flagged_risky,2025-03-25,document_uploaded,
U00673,UAE,46.85,89.07,34.65,False,31.19,Low,legitimate,2025-04-22,activated,4.5
U00674,India,42.64,38.67,37.62,False,46.24,Low,legitimate,2025-03-28,activated,2.8
U00675,UK,36.18,89.29,15.81,False,20.39,Low,legitimate,2025-03-24,activated,6.4
U00676,Russia,18.48,72.26,69.12,False,41.52,Low,legitimate,2025-04-10,activated,4.2
U00677,USA,51.26,86.96,17.5,False,26.29,Low,legitimate,2025-02-20,verification_complete,
U00678,Germany,18.06,72.52,12.05,False,18.48,Low,legitimate,2025-04-13,activated,2.4
U00679,UK,64.24,91.93,25.26,False,31.8,Low,legitimate,2025-05-05,activated,4.8
U00680,Switzerland,100.0,41.36,18.87,False,55.14,Medium,legitimate,2025-05-08,activated,21.8
U00681,Germany,37.02,39.09,9.04,False,32.99,Low,legitimate,2025-04-22,activated,3.4
U00682,Switzerland,78.98,69.65,6.07,False,35.23,Low,legitimate,2025-03-23,details_entered,
U00683,USA,14.77,86.21,80.7,False,40.85,Low,legitimate,2025-04-28,activated,4.8
U00684,India,47.21,98.66,32.73,False,27.66,Low,legitimate,2025-05-11,activated,4.2
U00685,UK,32.95,77.83,20.3,False,24.66,Low,legitimate,2025-02-25,document_uploaded,
U00686,USA,55.94,75.85,17.21,False,30.91,Low,legitimate,2025-03-29,activated,5.2
U00687,Cayman Islands,4.97,90.69,73.28,False,33.59,Low,legitimate,2025-05-03,activated,5.0
U00688,UAE,53.74,76.46,33.39,False,36.54,Low,legitimate,2025-04-30,activated,4.7
U00689,India,19.93,64.65,51.02,False,36.99,Low,legitimate,2025-03-31,activated,3.0
U00690,Singapore,34.14,11.64,8.59,False,40.19,Low,flagged_risky,2025-02-17,selfie_uploaded,
U00691,Nigeria,100.0,95.33,84.76,False,65.31,Medium,legitimate,2025-06-13,activated,18.4
U00692,Singapore,48.28,83.04,5.38,False,21.72,Low,legitimate,2025-04-08,activated,5.1
U00693,UK,44.06,63.85,17.62,False,31.11,Low,legitimate,2025-04-08,activated,5.2
U00694,Russia,41.64,92.83,99.53,False,54.46,Medium,flagged_risky,2025-03-26,document_uploaded,
U00695,India,68.66,93.75,28.48,False,33.87,Low,legitimate,2025-05-17,activated,3.5
U00696,UAE,57.21,52.26,24.92,False,41.46,Low,legitimate,2025-02-24,document_uploaded,
U00697,India,41.96,75.0,49.58,False,39.92,Low,legitimate,2025-06-18,activated,4.0
U00698,India,38.44,71.09,30.56,False,32.43,Low,legitimate,2025-01-12,document_uploaded,
U00699,Singapore,36.67,78.26,9.81,False,21.45,Low,legitimate,2025-01-03,activated,5.3
U00700,Singapore,31.66,81.59,4.73,False,16.91,Low,legitimate,2025-04-02,activated,3.4
U00701,UK,12.05,94.95,17.41,False,12.09,Low,legitimate,2025-06-04,document_uploaded,
U00702,Germany,47.59,66.22,3.45,False,25.79,Low,legitimate,2025-01-02,activated,6.5
U00703,Nigeria,21.54,97.98,68.38,False,34.42,Low,legitimate,2025-05-03,activated,5.9
U00704,Singapore,28.93,86.22,14.05,False,18.43,Low,legitimate,2025-03-12,activated,2.9
U00705,India,59.79,54.53,28.93,False,43.15,Low,legitimate,2025-01-04,activated,5.8
U00706,Brazil,32.2,80.34,41.7,False,32.24,Low,legitimate,2025-03-08,document_uploaded,
U00707,Brazil,30.42,89.44,44.87,False,30.24,Low,legitimate,2025-04-27,activated,3.5
U00708,USA,37.1,89.73,5.14,False,16.27,Low,legitimate,2025-04-25,activated,3.6
U00709,USA,26.25,70.29,14.2,False,22.47,Low,legitimate,2025-06-02,activated,3.9
U00710,Iran,100.0,37.5,97.07,False,87.58,High,flagged_risky,2025-06-27,activated,65.2
U00711,UAE,100.0,84.01,38.4,False,50.16,Medium,legitimate,2025-01-10,activated,18.6
U00712,Brazil,99.23,41.41,100.0,False,87.35,High,flagged_risky,2025-06-04,document_uploaded,
U00713,Russia,41.73,88.05,77.82,False,47.23,Low,legitimate,2025-01-02,activated,3.5
U00714,Brazil,73.55,77.99,42.1,False,45.51,Low,legitimate,2025-06-25,activated,4.4
U00715,Germany,60.85,72.72,18.22,False,33.73,Low,legitimate,2025-05-20,activated,4.1
U00716,India,26.4,63.4,50.92,False,39.27,Low,legitimate,2025-06-21,activated,2.3
U00717,Switzerland,64.39,85.22,3.82,False,25.28,Low,flagged_risky,2025-01-13,activated,4.6
U00718,India,19.72,91.98,42.37,False,25.27,Low,legitimate,2025-01-14,activated,4.1
U00719,Cayman Islands,43.82,55.37,79.84,False,58.47,Medium,legitimate,2025-06-27,activated,14.1
U00720,USA,70.4,84.11,21.29,False,34.4,Low,legitimate,2025-02-20,activated,3.5
U00721,USA,27.52,59.61,32.09,False,33.21,Low,legitimate,2025-03-10,activated,3.5
U00722,Switzerland,27.44,72.94,12.58,False,21.38,Low,legitimate,2025-02-23,activated,3.7
U00723,Cayman Islands,9.35,59.18,66.04,False,41.47,Low,legitimate,2025-01-29,activated,6.1
U00724,Switzerland,76.87,99.51,12.09,False,28.04,Low,flagged_risky,2025-01-13,activated,6.5
U00725,Switzerland,41.17,81.48,19.1,False,25.55,Low,legitimate,2025-01-25,details_entered,
U00726,Singapore,86.69,86.24,8.01,False,33.34,Low,legitimate,2025-06-02,activated,4.6
U00727,Switzerland,50.14,95.2,16.96,False,23.27,Low,legitimate,2025-01-05,activated,5.1
U00728,USA,6.22,93.57,11.79,False,8.51,Low,legitimate,2025-06-11,activated,3.7
U00729,USA,26.49,95.05,4.63,False,11.28,Low,legitimate,2025-02-09,activated,5.1
U00730,UK,10.43,86.14,16.27,False,13.8,Low,legitimate,2025-04-19,activated,6.0
U00731,Switzerland,100.0,77.75,0.0,False,36.68,Low,flagged_risky,2025-02-16,activated,2.4
U00732,Switzerland,7.75,85.24,49.83,False,26.68,Low,legitimate,2025-06-10,document_uploaded,
U00733,UK,13.35,82.38,26.58,False,19.92,Low,legitimate,2025-01-08,activated,6.3
U00734,Switzerland,56.57,66.59,0.0,False,26.99,Low,legitimate,2025-05-09,activated,2.5
U00735,UAE,22.08,43.85,30.48,True,35.66,High,flagged_risky,2025-06-18,document_uploaded,
U00736,Germany,79.41,93.24,2.71,True,26.94,High,flagged_risky,2025-03-21,activated,47.6
U00737,UK,51.02,72.48,14.43,False,29.33,Low,legitimate,2025-03-23,activated,5.3
U00738,UK,27.63,90.31,11.71,False,15.88,Low,legitimate,2025-01-27,activated,5.4
U00739,USA,62.53,22.17,30.59,False,54.35,Medium,legitimate,2025-06-08,details_entered,
U00740,Switzerland,29.4,66.38,16.59,False,25.54,Low,legitimate,2025-06-22,details_entered,
U00741,Switzerland,54.45,91.33,12.46,False,23.92,Low,legitimate,2025-03-31,activated,1.9
U00742,Nigeria,19.42,40.26,71.31,False,52.27,Medium,legitimate,2025-05-05,activated,25.7
U00743,Switzerland,64.92,85.64,11.54,False,28.4,Low,flagged_risky,2025-05-17,activated,3.6
U00744,USA,8.49,83.72,80.19,False,39.5,Low,flagged_risky,2025-03-05,activated,3.8
U00745,USA,13.34,80.11,25.71,False,20.25,Low,legitimate,2025-01-01,activated,5.2
U00746,UK,15.4,63.39,4.99,False,17.6,Low,legitimate,2025-01-24,activated,4.2
U00747,USA,87.73,75.47,25.52,False,43.89,Low,legitimate,2025-06-11,activated,5.2
U00748,Brazil,42.19,49.01,58.68,True,51.42,High,flagged_risky,2025-05-24,activated,65.0
U00749,Nigeria,33.46,92.43,71.9,False,41.07,Low,legitimate,2025-01-18,activated,4.2
U00750,Singapore,54.86,99.38,8.41,False,20.01,Low,legitimate,2025-05-25,activated,4.4
U00751,UK,71.03,73.65,18.6,False,36.65,Low,legitimate,2025-06-08,activated,2.7
U00752,Singapore,7.59,76.11,0.0,False,9.44,Low,legitimate,2025-04-08,activated,3.8
U00753,USA,76.61,35.14,20.72,False,50.73,Medium,legitimate,2025-03-23,verification_complete,
U00754,UAE,28.92,87.09,40.98,False,28.94,Low,legitimate,2025-06-29,activated,2.9
U00755,Singapore,98.02,37.29,9.54,False,52.04,Medium,flagged_risky,2025-06-06,activated,14.1
U00756,UK,18.73,72.27,21.36,False,22.48,Low,legitimate,2025-03-11,activated,2.9
U00757,Russia,5.5,81.26,77.33,False,38.2,Low,legitimate,2025-03-27,activated,4.2
U00758,Switzerland,51.41,58.44,0.0,False,27.89,Low,legitimate,2025-06-19,selfie_uploaded,
U00759,USA,49.28,75.42,16.73,False,28.85,Low,legitimate,2025-06-15,activated,4.7
U00760,UAE,13.65,64.18,42.61,False,31.88,Low,flagged_risky,2025-04-24,activated,1.4
U00761,Germany,14.87,73.43,13.03,False,17.65,Low,legitimate,2025-04-27,activated,4.8
U00762,Switzerland,57.6,55.89,9.46,False,34.3,Low,legitimate,2025-05-13,activated,3.5
U00763,Germany,43.6,47.36,21.35,False,37.41,Low,legitimate,2025-02-22,activated,4.6
U00764,Russia,26.81,80.48,68.23,False,41.19,Low,legitimate,2025-06-15,activated,3.8
U00765,Switzerland,46.65,79.06,9.58,False,24.11,Low,legitimate,2025-02-22,activated,3.0
U00766,Germany,40.66,76.44,23.61,True,28.71,High,flagged_risky,2025-05-30,activated,53.8
U00767,Switzerland,16.25,62.66,0.0,False,16.08,Low,legitimate,2025-05-28,activated,3.5
U00768,Switzerland,60.46,17.96,9.62,False,46.6,Low,flagged_risky,2025-02-21,activated,4.4
U00769,India,52.94,71.37,32.73,False,37.56,Low,legitimate,2025-05-26,activated,2.9
U00770,Singapore,34.01,85.63,6.66,False,17.18,Low,legitimate,2025-06-06,activated,2.7
U00771,India,57.63,60.92,29.86,False,40.95,Low,legitimate,2025-03-31,activated,4.9
U00772,India,100.0,76.06,36.47,False,51.77,Medium,flagged_risky,2025-04-08,activated,24.0
U00773,Nigeria,14.72,70.84,86.57,False,47.79,Low,legitimate,2025-04-02,activated,4.7
U00774,Switzerland,27.72,90.57,0.0,False,11.15,Low,legitimate,2025-01-09,activated,3.2
U00775,Nigeria,28.75,36.33,59.47,False,51.52,Medium,legitimate,2025-04-08,activated,14.0
U00776,India,56.8,83.9,26.28,False,32.38,Low,legitimate,2025-05-02,activated,3.2
U00777,Germany,20.89,74.3,27.55,False,24.99,Low,legitimate,2025-04-12,activated,5.1
U00778,Brazil,54.71,38.45,43.84,False,52.41,Medium,flagged_risky,2025-03-31,activated,13.5
U00779,Nigeria,22.88,76.91,69.77,False,41.7,Low,legitimate,2025-04-01,details_entered,
U00780,Singapore,13.28,93.6,6.37,False,8.46,Low,legitimate,2025-04-07,activated,4.8
U00781,Russia,35.46,60.64,69.5,False,50.24,Medium,legitimate,2025-06-17,details_entered,
U00782,USA,22.49,87.13,15.88,False,16.96,Low,flagged_risky,2025-03-16,activated,5.3
U00783,India,37.99,63.5,60.12,False,46.39,Low,legitimate,2025-02-10,document_uploaded,
U00784,Iran,44.5,55.16,100.0,False,66.8,Medium,legitimate,2025-01-12,details_entered,
U00785,UK,8.16,87.55,7.32,False,9.11,Low,legitimate,2025-06-06,activated,4.7
U00786,Brazil,24.55,94.01,53.83,False,30.69,Low,legitimate,2025-02-02,activated,4.1
U00787,UK,35.48,71.7,48.67,False,38.6,Low,legitimate,2025-03-17,activated,3.6
U00788,Brazil,57.79,62.12,32.01,False,41.51,Low,flagged_risky,2025-05-17,activated,5.6
U00789,India,53.2,85.19,47.18,False,39.27,Low,legitimate,2025-02-02,activated,3.8
U00790,Germany,17.42,84.53,22.44,False,18.84,Low,legitimate,2025-02-12,activated,3.4
U00791,USA,29.81,88.96,27.41,False,23.22,Low,legitimate,2025-04-25,activated,5.3
U00792,UK,46.08,81.35,10.77,False,23.73,Low,legitimate,2025-04-23,activated,3.5
U00793,Switzerland,28.31,92.8,6.5,False,13.25,Low,legitimate,2025-02-13,activated,3.3
U00794,Switzerland,18.84,83.4,14.75,False,16.53,Low,legitimate,2025-04-08,activated,2.6
U00795,UK,32.54,78.69,18.52,False,23.56,Low,legitimate,2025-05-07,activated,3.0
U00796,Switzerland,43.17,91.64,4.46,False,17.24,Low,legitimate,2025-02-09,activated,3.1
U00797,Germany,16.06,89.53,0.0,False,7.96,Low,legitimate,2025-03-21,activated,4.7
U00798,UAE,49.49,91.25,43.02,False,34.68,Low,legitimate,2025-02-20,activated,2.8
U00799,UAE,36.97,60.16,51.71,False,43.73,Low,legitimate,2025-06-19,activated,1.8
U00800,UAE,50.7,79.68,31.22,False,33.79,Low,legitimate,2025-03-11,activated,4.4
U00801,UK,32.02,58.26,20.75,False,30.43,Low,legitimate,2025-06-04,activated,3.2
U00802,Nigeria,95.85,88.35,72.98,False,61.44,Medium,legitimate,2025-06-08,verification_complete,
U00803,India,42.6,82.37,44.75,False,35.97,Low,legitimate,2025-01-31,activated,5.5
U00804,Germany,54.55,40.69,19.85,True,42.1,High,legitimate,2025-06-19,activated,56.2
U00805,Germany,49.36,60.2,5.75,False,29.05,Low,legitimate,2025-01-09,activated,5.8
U00806,UAE,29.52,12.39,27.45,False,46.12,Low,legitimate,2025-03-11,activated,3.9
U00807,Germany,40.03,79.17,7.2,False,21.14,Low,legitimate,2025-01-29,selfie_uploaded,
U00808,USA,21.27,93.12,26.0,False,18.85,Low,legitimate,2025-01-09,details_entered,
U00809,Iran,91.49,93.6,91.12,False,65.81,Medium,legitimate,2025-04-10,activated,18.6
U00810,Switzerland,45.85,77.8,1.75,False,21.12,Low,legitimate,2025-04-19,activated,2.9
U00811,Switzerland,17.95,37.4,0.0,False,24.16,Low,legitimate,2025-04-15,activated,3.0
U00812,Iran,78.55,94.03,100.0,False,65.35,Medium,flagged_risky,2025-03-17,activated,16.8
U00813,India,30.63,91.02,45.43,False,30.06,Low,legitimate,2025-05-22,activated,2.4
U00814,Germany,59.66,84.15,18.93,False,30.23,Low,legitimate,2025-03-30,activated,4.2
U00815,Nigeria,7.95,89.62,78.71,False,36.98,Low,flagged_risky,2025-04-07,activated,3.6
U00816,Nigeria,69.55,54.49,75.19,False,64.59,Medium,flagged_risky,2025-03-21,activated,19.3
U00817,India,44.58,95.16,35.8,False,29.15,Low,legitimate,2025-02-07,activated,2.4
U00818,India,16.8,72.39,36.53,False,27.93,Low,legitimate,2025-04-28,activated,4.8
U00819,Singapore,44.06,98.36,6.15,False,16.17,Low,legitimate,2025-05-30,activated,6.0
U00820,Switzerland,85.73,78.23,31.71,False,44.94,Low,legitimate,2025-02-24,activated,5.8
U00821,India,21.77,17.08,43.0,False,48.61,Low,legitimate,2025-03-25,activated,6.3
U00822,Singapore,21.55,83.34,5.83,False,13.79,Low,legitimate,2025-06-10,activated,4.1
U00823,UAE,71.74,81.23,46.19,False,45.63,Low,legitimate,2025-02-07,activated,3.6
U00824,Brazil,35.24,78.65,38.9,False,32.54,Low,legitimate,2025-03-17,activated,4.6
U00825,Switzerland,62.23,96.13,21.54,False,28.45,Low,legitimate,2025-02-18,activated,3.7
U00826,India,46.26,57.34,32.05,False,39.5,Low,flagged_risky,2025-03-03,activated,1.9
U00827,Singapore,29.18,47.02,14.51,False,30.45,Low,legitimate,2025-03-24,activated,5.0
U00828,Nigeria,41.22,63.76,79.59,False,55.07,Medium,legitimate,2025-06-16,document_uploaded,
U00829,Singapore,94.64,87.13,13.46,False,37.64,Low,flagged_risky,2025-01-03,activated,2.2
U00830,India,51.69,54.27,38.85,False,44.77,Low,legitimate,2025-03-06,activated,3.4
U00831,India,31.48,87.97,38.1,False,28.29,Low,legitimate,2025-06-05,activated,3.7
U00832,UK,28.56,66.25,14.49,False,24.49,Low,legitimate,2025-01-15,document_uploaded,
U00833,UAE,39.56,48.8,36.81,False,41.95,Low,legitimate,2025-04-02,activated,4.0
U00834,UAE,61.73,99.64,37.95,False,33.81,Low,flagged_risky,2025-01-28,activated,5.6
U00835,India,19.45,86.6,51.32,False,30.38,Low,legitimate,2025-04-11,activated,2.5
U00836,UAE,56.35,76.48,100.0,False,63.96,Medium,legitimate,2025-05-09,activated,17.2
U00837,Iran,31.03,79.37,88.93,False,51.07,Medium,legitimate,2025-04-25,activated,13.3
U00838,USA,34.38,23.46,13.35,False,38.62,Low,flagged_risky,2025-04-12,activated,5.5
U00839,USA,100.0,33.8,27.9,False,61.02,Medium,flagged_risky,2025-05-14,verification_complete,
U00840,Switzerland,52.67,87.22,14.08,False,25.27,Low,legitimate,2025-04-07,activated,3.6
U00841,Brazil,23.03,93.0,53.04,False,30.23,Low,flagged_risky,2025-04-21,activated,5.3
U00842,India,44.5,95.17,35.68,False,29.07,Low,legitimate,2025-01-15,activated,5.6
U00843,USA,63.74,80.92,23.16,False,34.11,Low,legitimate,2025-01-04,activated,5.8
U00844,Switzerland,53.05,74.32,2.21,False,24.5,Low,legitimate,2025-01-30,activated,2.0
U00845,Nigeria,4.54,83.19,67.66,False,33.47,Low,legitimate,2025-04-08,activated,4.6
U00846,UK,33.39,44.87,23.73,False,36.05,Low,legitimate,2025-03-13,activated,4.3
U00847,UAE,45.81,75.45,49.87,False,41.05,Low,legitimate,2025-03-07,activated,3.9
U00848,Germany,43.37,96.29,3.16,False,15.39,Low,legitimate,2025-03-22,activated,4.1
U00849,Cayman Islands,24.46,78.8,74.3,False,43.42,Low,legitimate,2025-06-28,activated,5.5
U00850,Germany,53.65,75.26,12.98,False,28.71,Low,legitimate,2025-03-09,activated,5.2
U00851,Germany,69.74,80.85,27.54,False,37.68,Low,legitimate,2025-03-21,activated,5.1
U00852,Nigeria,8.42,98.81,52.76,False,23.99,Low,legitimate,2025-04-01,activated,4.2
U00853,Russia,7.68,62.67,80.5,False,45.7,Low,flagged_risky,2025-05-20,activated,6.7
